stock-code,reference-price,celling-price,floor-price,price,volume,total-volume,total-value,highest-price,lowest-price,average-price
VIE,11.6,12.7,10.5,12.4,0.2,3.4,37330,12.4,10.5,11.0
VIF,19.5,21.4,17.6,19.2,0.1,0.2,3850,19.3,19.2,19.2
VIG,13.0,14.3,11.7,13.7,11.3,894.4,11758170,13.7,12.7,13.1
VIT,27.0,29.7,24.3,24.5,0.6,4.2,106070,27.0,24.5,25.4
VKC,8.1,8.9,7.3,8.9,0.1,3573.7,29143290,8.9,7.3,8.2
VLA,73.8,81.1,66.5,81.1,0.1,4.8,365850,81.1,73.8,76.2
VMC,18.9,20.7,17.1,20.3,5.0,102.5,1947950,20.5,17.9,18.9
VMS,14.8,16.2,13.4,13.5,0.2,9.9,133990,13.7,13.5,13.5
VNC,33.0,36.3,29.7,0.0,0.0,0.0,0,0.0,0.0,0.0
VNF,19.8,21.7,17.9,20.4,0.1,0.2,3900,20.4,18.6,19.5
VNR,27.0,29.7,24.3,27.8,0.1,29.9,814670,27.8,26.8,27.2
VNT,62.0,68.2,55.8,67.5,0.1,0.1,6750,67.5,67.5,67.5
VSA,27.0,29.7,24.3,0.0,0.0,0.0,0,0.0,0.0,0.0
VSM,27.2,29.9,24.5,0.0,0.0,0.0,0,0.0,0.0,0.0
VTC,14.5,15.9,13.1,15.0,0.2,2.2,32950,15.0,14.5,15.0
VTH,10.1,11.1,9.1,11.0,0.1,0.2,2200,11.0,11.0,11.0
VTJ,6.6,7.2,6.0,7.2,0.5,37.0,264800,7.2,6.6,7.2
VTL,13.0,14.3,11.7,0.0,0.0,0.0,0,0.0,0.0,0.0
VTV,7.5,8.2,6.8,8.0,0.6,117.9,901850,8.1,7.4,7.6
VTZ,11.6,12.7,10.5,11.8,0.1,71.2,834900,11.9,11.5,11.7
VXB,36.5,40.1,32.9,33.0,0.2,14.4,492440,36.4,32.9,34.2
WCS,176.0,193.6,158.4,0.0,0.0,0.0,0,0.0,0.0,0.0
WSS,12.5,13.7,11.3,13.2,1.9,123.6,1582940,13.3,12.0,12.8
X20,14.2,15.6,12.8,0.0,0.0,0.0,0,0.0,0.0,0.0
A32,30.9,35.5,26.3,31.5,0.2,0.3,9450,31.5,31.5,31.5
AAS,23.7,27.2,20.2,25.0,0.9,279.1,6876070,26.0,23.6,24.6
ABB,20.9,24.0,17.8,21.1,1.0,1405.7,29271570,21.5,20.7,20.8
ABC,11.4,13.1,9.7,11.9,0.1,20.5,240200,12.0,11.3,11.7
ABI,54.0,62.1,45.9,54.0,1.2,44.8,2418690,54.5,53.8,54.0
ABR,20.3,23.3,17.3,21.3,0.3,0.9,18910,21.3,20.0,21.0
ACE,35.4,40.7,30.1,35.6,0.6,1.7,61060,36.6,35.6,35.9
ACG,105.6,121.4,89.8,104.9,0.1,61.0,6425000,105.6,103.0,105.3
ACS,14.1,16.2,12.0,14.0,0.1,1.1,13450,14.0,12.0,12.2
ACV,87.9,101.0,74.8,87.3,0.7,50.8,4433420,88.0,86.0,87.3
ADP,25.5,29.3,21.7,0.0,0.0,0.0,0,0.0,0.0,0.0
AFX,14.5,16.6,12.4,15.0,0.5,31.4,465050,15.0,14.5,14.8
AG1,7.2,8.2,6.2,7.2,0.1,1.1,7860,7.2,7.1,7.1
AGF,4.9,5.6,4.2,0.0,0.0,0.0,0,0.0,0.0,0.0
AGP,19.4,22.3,16.5,19.6,0.6,3.4,66470,19.7,18.9,19.6
AGX,40.0,46.0,34.0,40.0,0.5,0.5,20000,40.0,40.0,40.0
AIC,13.6,15.6,11.6,14.0,0.4,2.1,29000,14.1,13.6,13.8
ALV,6.8,7.8,5.8,0.0,0.0,0.0,0,0.0,0.0,0.0
AMP,19.5,22.4,16.6,0.0,0.0,0.0,0,0.0,0.0,0.0
AMS,12.0,13.8,10.2,12.8,0.5,88.1,1103580,12.9,12.0,12.5
ANT,13.9,15.9,11.9,13.7,1.0,6.4,87500,13.8,13.2,13.7
APF,55.1,63.3,46.9,54.8,0.8,11.6,636750,55.1,54.6,54.9
APL,20.7,23.8,17.6,0.0,0.0,0.0,0,0.0,0.0,0.0
APT,4.8,5.5,4.1,0.0,0.0,0.0,0,0.0,0.0,0.0
ASA,14.7,16.9,12.5,0.0,0.0,0.0,0,0.0,0.0,0.0
ATA,4.1,4.7,3.5,0.0,0.0,0.0,0,0.0,0.0,0.0
ATB,2.3,2.6,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ATG,3.0,3.4,2.6,0.0,0.0,0.0,0,0.0,0.0,0.0
AUM,10.5,14.7,6.3,0.0,0.0,0.0,0,0.0,0.0,0.0
AVC,33.6,38.6,28.6,34.0,1.0,1.0,34000,34.0,34.0,34.0
AVF,1.9,2.1,1.7,0.0,0.0,0.0,0,0.0,0.0,0.0
B82,2.1,2.4,1.8,0.0,0.0,0.0,0,0.0,0.0,0.0
BAL,10.6,12.1,9.1,0.0,0.0,0.0,0,0.0,0.0,0.0
BBH,7.9,11.0,4.8,0.0,0.0,0.0,0,0.0,0.0,0.0
BBM,10.2,11.7,8.7,0.0,0.0,0.0,0,0.0,0.0,0.0
BBT,22.4,25.7,19.1,0.0,0.0,0.0,0,0.0,0.0,0.0
BCA,10.7,12.3,9.1,11.0,0.3,252.7,2763800,11.1,10.5,10.9
BCB,3.6,5.0,2.2,0.0,0.0,0.0,0,0.0,0.0,0.0
BCP,9.6,11.0,8.2,10.5,0.1,3.2,32690,10.5,9.9,10.2
BCV,21.5,30.1,12.9,0.0,0.0,0.0,0,0.0,0.0,0.0
BDG,44.1,50.7,37.5,44.0,5.0,32.1,1412410,44.1,44.0,44.0
BDT,39.1,44.9,33.3,0.0,0.0,0.0,0,0.0,0.0,0.0
BDW,17.8,20.4,15.2,0.0,0.0,0.0,0,0.0,0.0,0.0
BEL,13.0,14.9,11.1,0.0,0.0,0.0,0,0.0,0.0,0.0
BGW,19.5,22.4,16.6,0.0,0.0,0.0,0,0.0,0.0,0.0
BHA,13.5,15.5,11.5,13.4,1.0,1.0,13400,13.4,13.4,13.4
BHC,4.5,5.1,3.9,0.0,0.0,0.0,0,0.0,0.0,0.0
BHG,13.5,15.5,11.5,0.0,0.0,0.0,0,0.0,0.0,0.0
BHK,13.8,15.8,11.8,0.0,0.0,0.0,0,0.0,0.0,0.0
BHP,10.0,11.5,8.5,10.5,0.3,0.7,6590,10.5,8.6,9.4
DAC,6.9,7.9,5.9,5.9,0.1,0.1,590,5.9,5.9,5.9
DAN,54.0,62.1,45.9,55.9,0.1,0.1,5590,55.9,55.9,55.9
DAP,36.7,42.2,31.2,35.6,0.1,0.1,3560,35.6,35.6,35.6
DAR,13.0,14.9,11.1,0.0,0.0,0.0,0,0.0,0.0,0.0
DAS,14.7,16.9,12.5,0.0,0.0,0.0,0,0.0,0.0,0.0
DBH,7.8,10.9,4.7,0.0,0.0,0.0,0,0.0,0.0,0.0
DBM,30.0,34.5,25.5,0.0,0.0,0.0,0,0.0,0.0,0.0
DBW,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DC1,20.4,23.4,17.4,19.8,0.1,1.4,29040,20.9,19.8,20.7
DCF,20.0,23.0,17.0,21.0,1.0,1.0,21000,21.0,21.0,21.0
DCG,13.4,15.4,11.4,0.0,0.0,0.0,0,0.0,0.0,0.0
DCH,6.8,7.8,5.8,0.0,0.0,0.0,0,0.0,0.0,0.0
DCR,8.0,9.2,6.8,9.2,0.1,40.4,369920,9.2,8.5,9.2
DCS,3.8,4.3,3.3,0.0,0.0,0.0,0,0.0,0.0,0.0
DCT,3.1,3.5,2.7,0.0,0.0,0.0,0,0.0,0.0,0.0
DDH,5.3,7.4,3.2,0.0,0.0,0.0,0,0.0,0.0,0.0
DDM,5.0,5.7,4.3,0.0,0.0,0.0,0,0.0,0.0,0.0
DDN,17.2,19.7,14.7,17.3,2.0,20.6,356040,17.5,16.4,17.3
DDV,18.5,21.2,15.8,18.6,1.0,857.5,15949940,19.0,17.9,18.6
DFC,28.1,32.3,23.9,0.0,0.0,0.0,0,0.0,0.0,0.0
DFF,25.7,29.5,21.9,25.7,2.7,25.8,651490,25.7,23.0,25.3
DGT,35.4,40.7,30.1,35.9,0.5,85.7,3041580,35.9,33.0,35.5
DHB,9.1,10.4,7.8,0.0,0.0,0.0,0,0.0,0.0,0.0
DHD,24.2,27.8,20.6,24.1,0.1,0.1,2410,24.1,24.1,24.1
DHN,32.0,36.8,27.2,31.9,1.0,2.0,63900,32.0,31.9,32.0
DIC,6.3,7.2,5.4,0.0,0.0,0.0,0,0.0,0.0,0.0
DID,9.5,10.9,8.1,10.9,0.5,72.0,762520,10.9,9.0,10.6
DKC,3.3,4.6,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DKH,21.0,29.4,12.6,0.0,0.0,0.0,0,0.0,0.0,0.0
DLD,28.1,32.3,23.9,0.0,0.0,0.0,0,0.0,0.0,0.0
DLR,12.3,14.1,10.5,0.0,0.0,0.0,0,0.0,0.0,0.0
DLT,22.4,25.7,19.1,0.0,0.0,0.0,0,0.0,0.0,0.0
DM7,8.5,11.9,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0
DMN,12.0,13.8,10.2,12.0,0.1,0.3,3760,12.8,12.0,12.5
DNA,23.5,27.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DNB,6.9,9.6,4.2,0.0,0.0,0.0,0,0.0,0.0,0.0
DND,25.2,28.9,21.5,26.5,0.1,0.1,2650,26.5,26.5,26.5
DNE,12.5,14.3,10.7,0.0,0.0,0.0,0,0.0,0.0,0.0
DNH,40.0,46.0,34.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DNL,22.5,25.8,19.2,0.0,0.0,0.0,0,0.0,0.0,0.0
DNN,0.2,0.3,0.1,0.0,0.0,0.0,0,0.0,0.0,0.0
DNT,20.0,23.0,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DNW,25.7,29.5,21.9,25.9,0.4,2.8,72520,25.9,25.9,25.9
DOC,10.2,11.7,8.7,0.0,0.0,0.0,0,0.0,0.0,0.0
DOP,13.1,15.0,11.2,0.0,0.0,0.0,0,0.0,0.0,0.0
DP1,26.2,30.1,22.3,26.2,0.3,0.4,10420,26.2,25.6,26.0
DP2,7.6,8.7,6.5,0.0,0.0,0.0,0,0.0,0.0,0.0
DPD,24.0,33.6,14.4,0.0,0.0,0.0,0,0.0,0.0,0.0
DPH,54.8,63.0,46.6,0.0,0.0,0.0,0,0.0,0.0,0.0
DPP,18.0,20.7,15.3,0.0,0.0,0.0,0,0.0,0.0,0.0
DPS,2.1,2.4,1.8,0.0,0.0,0.0,0,0.0,0.0,0.0
DRG,15.2,17.4,13.0,14.2,0.1,3.4,49920,15.2,14.1,14.7
DRI,14.0,16.1,11.9,14.1,0.6,717.0,9948260,14.5,13.0,13.9
DSC,18.9,21.7,16.1,19.9,0.1,1.7,34000,20.2,19.9,20.0
DSG,7.4,8.5,6.3,7.2,0.2,6.7,48020,7.3,7.0,7.2
DSP,10.0,11.5,8.5,0.0,0.0,0.0,0,0.0,0.0,0.0
DSV,8.6,9.8,7.4,7.4,0.5,0.5,3700,7.4,7.4,7.4
DT4,7.1,9.9,4.3,0.0,0.0,0.0,0,0.0,0.0,0.0
DTB,14.9,17.1,12.7,0.0,0.0,0.0,0,0.0,0.0,0.0
DTE,22.5,25.8,19.2,22.5,0.1,373.4,8407750,22.8,22.4,22.5
DTG,18.2,20.9,15.5,0.0,0.0,0.0,0,0.0,0.0,0.0
DTI,12.8,14.7,10.9,13.0,0.1,1.1,14300,13.0,13.0,13.0
DTP,71.0,81.6,60.4,71.0,0.1,2.9,218000,76.0,71.0,75.2
DTV,36.0,41.4,30.6,0.0,0.0,0.0,0,0.0,0.0,0.0
DUS,21.0,24.1,17.9,0.0,0.0,0.0,0,0.0,0.0,0.0
DVC,12.0,13.8,10.2,0.0,0.0,0.0,0,0.0,0.0,0.0
DVN,21.3,24.4,18.2,21.7,0.1,244.0,5306660,22.3,21.0,21.7
DVW,14.2,19.8,8.6,0.0,0.0,0.0,0,0.0,0.0,0.0
DWC,20.0,23.0,17.0,20.0,0.1,0.1,2000,20.0,20.0,20.0
DWS,12.6,14.4,10.8,0.0,0.0,0.0,0,0.0,0.0,0.0
DX2,6.7,7.7,5.7,6.7,0.6,0.9,6030,6.7,6.7,6.7
DXD,13.0,14.9,11.1,12.0,3.0,6.0,72000,12.0,12.0,12.0
DXL,5.9,6.7,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0
E12,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
E29,19.3,22.1,16.5,19.2,0.1,7.0,133530,19.2,18.9,19.1
EAD,21.6,24.8,18.4,0.0,0.0,0.0,0,0.0,0.0,0.0
EFI,3.4,3.9,2.9,0.0,0.0,0.0,0,0.0,0.0,0.0
EIC,20.6,23.6,17.6,21.0,0.2,0.6,12440,21.0,20.6,20.7
EIN,13.2,15.1,11.3,14.0,0.5,15.9,222140,14.5,13.8,14.0
EME,31.3,35.9,26.7,0.0,0.0,0.0,0,0.0,0.0,0.0
EMG,14.0,19.6,8.4,0.0,0.0,0.0,0,0.0,0.0,0.0
EMS,36.0,41.4,30.6,0.0,0.0,0.0,0,0.0,0.0,0.0
EPC,8.6,9.8,7.4,0.0,0.0,0.0,0,0.0,0.0,0.0
EPH,11.0,12.6,9.4,0.0,0.0,0.0,0,0.0,0.0,0.0
FBA,0.9,1.0,0.8,0.0,0.0,0.0,0,0.0,0.0,0.0
FBC,7.3,10.2,4.4,0.0,0.0,0.0,0,0.0,0.0,0.0
FCC,11.0,12.6,9.4,0.0,0.0,0.0,0,0.0,0.0,0.0
FCS,4.8,6.7,2.9,0.0,0.0,0.0,0,0.0,0.0,0.0
FDG,2.0,2.3,1.7,0.0,0.0,0.0,0,0.0,0.0,0.0
FGL,12.5,14.3,10.7,0.0,0.0,0.0,0,0.0,0.0,0.0
FHN,13.0,14.9,11.1,0.0,0.0,0.0,0,0.0,0.0,0.0
FHS,28.6,32.8,24.4,28.6,0.1,0.1,2860,28.6,28.6,28.6
FIC,33.7,38.7,28.7,35.4,0.1,10.2,363120,35.8,35.4,35.6
FOC,122.2,140.5,103.9,123.0,0.1,0.6,73800,123.0,123.0,123.0
FOX,69.0,79.3,58.7,69.5,0.2,5.3,365990,69.5,68.6,69.1
FRC,36.0,41.4,30.6,0.0,0.0,0.0,0,0.0,0.0,0.0
FRM,19.0,21.8,16.2,0.0,0.0,0.0,0,0.0,0.0,0.0
FSO,11.5,16.1,6.9,0.0,0.0,0.0,0,0.0,0.0,0.0
FT1,37.5,43.1,31.9,37.5,0.3,3.1,116250,37.5,37.5,37.5
FTI,3.5,4.9,2.1,0.0,0.0,0.0,0,0.0,0.0,0.0
G20,2.0,2.3,1.7,0.0,0.0,0.0,0,0.0,0.0,0.0
G36,16.1,18.5,13.7,18.5,0.2,1179.9,20814520,18.5,16.0,17.6
GCB,19.0,21.8,16.2,0.0,0.0,0.0,0,0.0,0.0,0.0
GE2,32.0,36.8,27.2,32.0,0.5,0.5,16000,32.0,32.0,32.0
GER,21.7,24.9,18.5,0.0,0.0,0.0,0,0.0,0.0,0.0
GGG,4.5,5.1,3.9,0.0,0.0,0.0,0,0.0,0.0,0.0
GH3,9.6,13.4,5.8,0.0,0.0,0.0,0,0.0,0.0,0.0
GHC,28.6,32.8,24.4,28.7,1.9,21.1,608330,29.5,28.7,28.8
GLC,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GLW,3.8,5.3,2.3,0.0,0.0,0.0,0,0.0,0.0,0.0
GND,33.4,38.4,28.4,34.0,0.1,0.3,10180,34.0,33.9,33.9
GQN,10.1,14.1,6.1,0.0,0.0,0.0,0,0.0,0.0,0.0
GSM,12.9,14.8,11.0,11.3,0.3,10.1,113440,13.4,11.0,11.2
GTD,15.6,17.9,13.3,0.0,0.0,0.0,0,0.0,0.0,0.0
GTH,7.0,8.0,6.0,7.2,0.1,0.1,720,7.2,7.2,7.2
GTK,12.0,16.8,7.2,0.0,0.0,0.0,0,0.0,0.0,0.0
GTS,14.0,16.1,11.9,0.0,0.0,0.0,0,0.0,0.0,0.0
GTT,1.8,2.0,1.6,0.0,0.0,0.0,0,0.0,0.0,0.0
GVT,134.0,154.1,113.9,134.0,0.1,0.1,13400,134.0,134.0,134.0
H11,8.9,10.2,7.6,8.1,0.1,0.8,6810,9.9,8.1,8.5
HAB,75.2,105.2,45.2,0.0,0.0,0.0,0,0.0,0.0,0.0
HAC,12.5,14.3,10.7,12.9,0.5,15.4,193640,13.1,12.1,12.6
HAF,21.2,24.3,18.1,19.3,0.1,5.5,106940,23.3,19.3,19.4
HAM,26.0,29.9,22.1,26.0,0.2,0.3,7800,26.0,26.0,26.0
HAN,12.2,14.0,10.4,12.5,0.1,3.3,40710,12.5,12.3,12.3
HAV,6.9,7.9,5.9,7.1,0.1,1.9,13130,7.1,6.9,6.9
HAW,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HBD,17.2,19.7,14.7,0.0,0.0,0.0,0,0.0,0.0,0.0
HBH,8.5,9.7,7.3,8.8,0.1,0.2,1800,9.2,8.8,9.0
HC1,19.0,21.8,16.2,0.0,0.0,0.0,0,0.0,0.0,0.0
HC3,34.1,39.2,29.0,34.2,0.1,1.2,41360,35.0,33.8,34.5
HCB,19.2,22.0,16.4,19.4,0.3,1.3,25220,19.4,19.4,19.4
HCI,57.7,80.7,34.7,0.0,0.0,0.0,0,0.0,0.0,0.0
HD2,10.7,12.3,9.1,12.3,0.1,20.7,254500,12.3,12.2,12.3
HD6,31.7,36.4,27.0,34.3,0.1,51.0,1699350,34.3,32.0,33.3
HD8,11.4,13.1,9.7,11.6,1.0,4.1,47750,11.9,11.4,11.6
HDM,24.3,27.9,20.7,24.3,5.0,5.0,121500,24.3,24.3,24.3
HDO,2.2,2.5,1.9,0.0,0.0,0.0,0,0.0,0.0,0.0
HDP,13.4,15.4,11.4,13.4,0.1,4.8,64520,13.5,13.4,13.4
HDW,15.2,17.4,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HEC,75.0,86.2,63.8,0.0,0.0,0.0,0,0.0,0.0,0.0
HEJ,46.8,53.8,39.8,48.5,4.4,32.9,1557630,49.9,39.8,47.3
HEM,14.6,16.7,12.5,13.7,0.2,0.4,5470,13.7,13.6,13.7
HEP,17.3,19.8,14.8,0.0,0.0,0.0,0,0.0,0.0,0.0
HES,20.2,23.2,17.2,0.0,0.0,0.0,0,0.0,0.0,0.0
HFB,11.0,12.6,9.4,10.0,0.7,0.8,7940,10.0,9.4,9.9
HFC,11.1,12.7,9.5,0.0,0.0,0.0,0,0.0,0.0,0.0
HFX,5.2,5.9,4.5,0.0,0.0,0.0,0,0.0,0.0,0.0
HGA,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HGC,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HGR,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HGT,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HGW,9.9,11.3,8.5,10.8,0.1,0.4,4130,10.9,8.7,10.3
HHN,6.6,9.2,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HHR,0.4,0.5,0.3,0.0,0.0,0.0,0,0.0,0.0,0.0
HIG,10.0,11.5,8.5,10.4,0.5,0.6,6240,10.4,10.4,10.4
HJC,7.5,8.6,6.4,0.0,0.0,0.0,0,0.0,0.0,0.0
HKB,2.4,2.7,2.1,0.0,0.0,0.0,0,0.0,0.0,0.0
HKP,23.0,32.2,13.8,0.0,0.0,0.0,0,0.0,0.0,0.0
HLA,1.8,2.0,1.6,0.0,0.0,0.0,0,0.0,0.0,0.0
HLB,300.0,345.0,255.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HLE,3.1,4.3,1.9,0.0,0.0,0.0,0,0.0,0.0,0.0
HLG,6.3,7.2,5.4,0.0,0.0,0.0,0,0.0,0.0,0.0
HLR,6.7,7.7,5.7,0.0,0.0,0.0,0,0.0,0.0,0.0
HLS,19.1,21.9,16.3,19.0,0.1,0.2,3800,19.0,19.0,19.0
HLT,18.0,20.7,15.3,0.0,0.0,0.0,0,0.0,0.0,0.0
HLY,16.1,18.5,13.7,0.0,0.0,0.0,0,0.0,0.0,0.0
HMG,13.0,14.9,11.1,13.0,0.5,0.5,6500,13.0,13.0,13.0
HMS,44.9,51.6,38.2,45.5,3.0,9.6,434060,45.9,43.0,45.2
HNA,13.3,15.2,11.4,13.7,0.1,16.1,214860,13.7,13.2,13.3
HNB,16.3,18.7,13.9,0.0,0.0,0.0,0,0.0,0.0,0.0
HND,18.8,21.6,16.0,18.9,0.1,25.8,486810,18.9,18.7,18.9
HNE,13.4,15.4,11.4,12.9,1.0,148.3,1799900,13.6,12.0,12.1
HNF,20.1,23.1,17.1,23.0,0.2,0.9,20700,23.0,23.0,23.0
HNI,58.0,66.7,49.3,0.0,0.0,0.0,0,0.0,0.0,0.0
HNM,14.0,16.1,11.9,0.0,0.0,0.0,0,0.0,0.0,0.0
HNP,23.3,26.7,19.9,0.0,0.0,0.0,0,0.0,0.0,0.0
HNR,12.0,16.8,7.2,0.0,0.0,0.0,0,0.0,0.0,0.0
HNT,9.0,10.3,7.7,7.7,0.1,1.5,11610,8.0,7.7,7.7
HPB,20.5,23.5,17.5,0.0,0.0,0.0,0,0.0,0.0,0.0
HPD,19.6,22.5,16.7,20.8,0.1,0.1,2080,20.8,20.8,20.8
HPH,11.6,13.3,9.9,0.0,0.0,0.0,0,0.0,0.0,0.0
HPI,27.4,31.5,23.3,0.0,0.0,0.0,0,0.0,0.0,0.0
HPP,67.7,77.8,57.6,70.0,0.1,0.8,54780,70.5,66.1,68.5
HPT,14.0,16.1,11.9,0.0,0.0,0.0,0,0.0,0.0,0.0
HPW,18.0,20.7,15.3,0.0,0.0,0.0,0,0.0,0.0,0.0
HRB,23.5,32.9,14.1,0.0,0.0,0.0,0,0.0,0.0,0.0
HRT,8.2,9.4,7.0,9.1,0.1,92.4,784820,9.1,8.0,8.5
HSA,33.7,38.7,28.7,0.0,0.0,0.0,0,0.0,0.0,0.0
HSI,3.0,3.4,2.6,0.0,0.0,0.0,0,0.0,0.0,0.0
HSM,16.4,18.8,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HSP,12.6,14.4,10.8,0.0,0.0,0.0,0,0.0,0.0,0.0
HSV,12.0,13.8,10.2,12.2,0.5,56.3,678780,12.4,11.8,12.1
HTE,7.3,8.3,6.3,7.6,0.2,7.5,52890,7.6,6.5,7.1
HTG,32.2,37.0,27.4,32.8,0.5,6.8,221310,33.8,32.2,32.5
HTH,40.0,46.0,34.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HTK,10.0,11.5,8.5,0.0,0.0,0.0,0,0.0,0.0,0.0
HTM,18.0,20.7,15.3,18.0,2.0,4.0,72000,18.0,18.0,18.0
HTR,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HTT,3.4,3.9,2.9,0.0,0.0,0.0,0,0.0,0.0,0.0
HTW,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HU4,18.0,20.7,15.3,19.2,2.7,104.6,1920950,19.4,17.5,18.4
HU6,9.5,10.9,8.1,10.0,0.1,11.4,109230,10.2,9.5,9.6
HUG,36.0,41.4,30.6,37.9,0.1,0.2,7580,37.9,37.9,37.9
HUX,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HVA,8.0,9.2,6.8,8.5,0.4,36.9,306140,8.5,7.0,8.3
HVG,4.5,5.1,3.9,0.0,0.0,0.0,0,0.0,0.0,0.0
HWS,14.9,17.1,12.7,14.3,3.5,5.3,74710,14.3,13.7,14.1
I10,0.8,1.1,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0
IBD,16.3,18.7,13.9,0.0,0.0,0.0,0,0.0,0.0,0.0
IBN,12.0,16.8,7.2,0.0,0.0,0.0,0,0.0,0.0,0.0
ICC,35.5,40.8,30.2,0.0,0.0,0.0,0,0.0,0.0,0.0
ICF,3.6,4.1,3.1,0.0,0.0,0.0,0,0.0,0.0,0.0
ICI,7.4,8.5,6.3,7.9,1.0,1.1,8550,7.9,6.5,7.8
ICN,71.0,81.6,60.4,0.0,0.0,0.0,0,0.0,0.0,0.0
IDP,112.5,129.3,95.7,129.3,0.1,0.1,12930,129.3,129.3,129.3
IFS,25.0,28.7,21.3,25.0,0.4,1.5,37500,25.0,25.0,25.0
IHK,17.0,19.5,14.5,14.5,0.1,0.1,1450,14.5,14.5,14.5
ILA,11.1,12.7,9.5,12.0,0.3,55.7,661610,12.3,11.3,11.9
ILC,9.0,10.3,7.7,9.0,0.5,1.5,13500,9.0,9.0,9.0
ILS,17.9,20.5,15.3,16.1,8.8,8.8,141680,16.1,16.1,16.1
IME,72.2,83.0,61.4,0.0,0.0,0.0,0,0.0,0.0,0.0
IN4,100.0,140.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0.0
IPH,69.0,96.6,41.4,0.0,0.0,0.0,0,0.0,0.0,0.0
IRC,8.7,12.1,5.3,0.0,0.0,0.0,0,0.0,0.0,0.0
ISG,7.4,8.5,6.3,0.0,0.0,0.0,0,0.0,0.0,0.0
ISH,21.0,24.1,17.9,19.0,0.1,0.1,1900,19.0,19.0,19.0
IST,33.6,38.6,28.6,29.3,0.4,0.4,11720,29.3,29.3,29.3
ITS,8.0,9.2,6.8,8.5,0.1,9.6,79150,8.7,7.5,8.2
JOS,2.9,3.3,2.5,0.0,0.0,0.0,0,0.0,0.0,0.0
KAC,13.4,15.4,11.4,0.0,0.0,0.0,0,0.0,0.0,0.0
KCB,8.3,9.5,7.1,8.7,0.1,2.0,17460,9.0,8.3,8.7
KCE,14.0,16.1,11.9,0.0,0.0,0.0,0,0.0,0.0,0.0
KGM,11.5,13.2,9.8,0.0,0.0,0.0,0,0.0,0.0,0.0
KHA,30.0,34.5,25.5,0.0,0.0,0.0,0,0.0,0.0,0.0
KHB,6.1,7.0,5.2,7.0,0.6,720.2,4930110,7.0,6.0,6.8
KHD,10.4,11.9,8.9,11.0,0.1,3.0,30100,11.0,10.0,10.0
KHL,2.2,2.5,1.9,0.0,0.0,0.0,0,0.0,0.0,0.0
KHW,16.9,23.6,10.2,0.0,0.0,0.0,0,0.0,0.0,0.0
KIP,13.3,15.2,11.4,0.0,0.0,0.0,0,0.0,0.0,0.0
KLB,26.9,30.9,22.9,26.9,0.1,146.4,3970780,27.9,25.6,27.1
KLM,17.2,19.7,14.7,16.0,0.5,0.5,8000,16.0,16.0,16.0
KSH,5.0,5.7,4.3,0.0,0.0,0.0,0,0.0,0.0,0.0
KSK,3.5,4.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0
KSV,47.3,54.3,40.3,48.9,0.1,0.5,23560,48.9,45.1,47.1
KTC,13.0,14.9,11.1,11.1,2.0,2.0,22200,11.1,11.1,11.1
KTL,25.6,29.4,21.8,23.0,0.5,0.6,14190,26.9,23.0,23.6
L12,11.0,12.6,9.4,12.6,0.4,31.4,382260,12.6,11.0,12.2
L44,1.9,2.1,1.7,0.0,0.0,0.0,0,0.0,0.0,0.0
L45,6.9,7.9,5.9,7.1,0.7,1.8,13250,7.8,7.1,7.4
L63,6.1,7.0,5.2,7.0,0.3,0.9,6120,7.0,6.4,6.8
LAI,28.2,32.4,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0
LAW,9.1,12.7,5.5,0.0,0.0,0.0,0,0.0,0.0,0.0
LBC,15.9,18.2,13.6,0.0,0.0,0.0,0,0.0,0.0,0.0
